PomeroyRank,Team,Conf,TeamID,Season,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,OppO,OppD,NCSOSAdjEM
193,Bradley,MVC,1133,2011,-2.45,101.3,103.7,65.7,-0.033,0.67,103.5,102.9,-4.11
260,Bradley,MVC,1133,2012,-8.46,94.9,103.4,67.4,-0.012,3.88,105.3,101.5,-1.34
159,Bradley,MVC,1133,2013,0.59,104.4,103.8,65.6,0.043,1.92,104.2,102.3,-8.66
214,Bradley,MVC,1133,2014,-4.38,100.2,104.6,62.5,-0.05,-1.7,104.4,106.1,-7.33
254,Bradley,MVC,1133,2015,-7.51,93.7,101.3,62.1,-0.043,0.92,104.9,104,-3.6
323,Bradley,MVC,1133,2016,-16.03,86.6,102.6,67,0.017,3.37,105.1,101.7,4.52
217,Bradley,MVC,1133,2017,-4.29,98.4,102.7,67.7,0.018,2.4,105.9,103.5,0.41
124,Bradley,MVC,1133,2018,3.98,104.4,100.4,65.8,0.042,1.07,104.7,103.6,-4.52
284,Brown,Ivy,1135,2010,-12.16,100,112.1,66.1,0.004,-3.71,99.6,103.3,-1.2
238,Brown,Ivy,1135,2011,-6.48,102.9,109.4,68,-0.028,-3.05,101.6,104.7,-4.38
310,Brown,Ivy,1135,2012,-15.73,95.2,110.9,64.1,-0.006,-3.63,100.8,104.4,-7.11
232,Brown,Ivy,1135,2013,-5.94,95.8,101.7,63.3,0.042,-2.88,101.8,104.7,-2.26
162,Brown,Ivy,1135,2014,0.59,101.1,100.5,68.3,-0.118,-3.89,102.2,106.1,-6.73
268,Brown,Ivy,1135,2015,-8.42,99.4,107.8,67.4,0.049,-1.94,102.2,104.1,-3.82
265,Brown,Ivy,1135,2016,-9.26,102.4,111.6,70.4,-0.056,-3.02,102.8,105.8,-7.09
277,Brown,Ivy,1135,2017,-9.84,104.1,114,71.3,0.017,-5.52,101.3,106.8,-9.67
267,Brown,Ivy,1135,2018,-9.16,100.8,110,71.7,0.004,-5.54,102.4,108,-7.07
346,Bryant,NEC,1136,2010,-32.2,79.5,111.7,62.1,-0.029,-7.63,98.6,106.2,1.46
305,Bryant,NEC,1136,2011,-13.81,100.5,114.3,64.7,0.033,-1.74,102.6,104.4,5.04
338,Bryant,NEC,1136,2012,-22.37,94,116.4,64.6,-0.037,-3.04,100.9,104,0.4
176,Bryant,NEC,1136,2013,-0.53,109.4,109.9,65.1,0.043,-5.98,100.5,106.5,-2.16
196,Bryant,NEC,1136,2014,-2.54,106,108.5,65.3,0.029,-4.92,102.2,107.1,2.74
236,Bryant,NEC,1136,2015,-5.85,104.1,109.9,63.1,0.064,-4.6,101.4,106,2.86
346,Bryant,NEC,1136,2016,-21.7,93.2,114.9,67.4,0.023,-7.22,100.3,107.5,4.3
281,Bryant,NEC,1136,2017,-10.27,101.7,112,69.1,-0.014,-6.34,100.6,107,3
344,Bryant,NEC,1136,2018,-22.06,98.7,120.7,70.1,-0.013,-5.3,101.9,107.2,1.28
246,Bucknell,Pat,1137,2010,-7.96,98,105.9,63.8,-0.018,-7.86,99.4,107.3,-4.96
160,Bucknell,Pat,1137,2014,0.91,103,102.1,62.9,-0.042,-2.59,103.4,106,2.46
58,Bucknell 11,Pat,1137,2013,12.72,107.3,94.6,61.9,-0.014,-1.72,102.4,104.1,2.78
76,Bucknell 13,Pat,1137,2017,9.38,109.7,100.3,70,0.006,-3.62,101.4,105,0.89
96,Bucknell 14,Pat,1137,2011,6.57,105.8,99.2,64.5,0.068,-3.41,102.7,106.1,1.56
97,Bucknell 14,Pat,1137,2018,7.31,109.5,102.2,71.4,0.006,-4.35,102.8,107.1,5.79
89,Bucknell 8,Pat,1137,2012,8.11,107.4,99.3,63.2,0.007,-3.12,101.5,104.6,1.59
200,Bucknell 8,Pat,1137,2015,-2.8,105.8,108.6,64.2,0.076,-3.27,103.7,107,1.96
172,Bucknell 8,Pat,1137,2016,-0.89,105.6,106.5,71.2,-0.067,-5.91,101.5,107.4,0.53
158,Buffalo,MAC,1138,2010,1.47,106.6,105.1,68.2,0.065,-0.92,101.2,102.1,-0.72
115,Buffalo,MAC,1138,2011,4.92,104,99.1,65.7,-0.078,-2.12,102.2,104.3,-2.6
92,Buffalo,MAC,1138,2012,7.92,107.3,99.4,67.3,0,2,104.3,102.3,2.92
189,Buffalo,MAC,1138,2013,-1.4,103.3,104.7,63.9,-0.067,0.28,102.9,102.6,3.3
101,Buffalo,MAC,1138,2014,6.36,109.7,103.4,66.6,-0.033,-2.39,101.7,104.1,-1.24
122,Buffalo,MAC,1138,2017,3.14,105.3,102.2,71.4,-0.053,-0.41,105.3,105.7,2.55
58,Buffalo 12,MAC,1138,2015,11.87,111.3,99.4,68.3,0.001,1.83,106,104.2,0.81
67,Buffalo 13,MAC,1138,2018,11.53,114.7,103.2,72.7,0.006,-0.06,105.1,105.2,3.87
138,Buffalo 14,MAC,1138,2016,2.95,105.9,102.9,72.1,0.044,0.97,106.5,105.6,2
116,Butler,Horz,1139,2012,5.31,99.7,94.4,64.1,0.02,1.42,103.1,101.6,6.43
99,Butler,BE,1139,2014,6.74,106,99.3,61.9,-0.056,6.79,108.8,102,-3.05
20,Butler 10,BE,1139,2018,19.05,116.2,97.2,67.6,-0.047,11.21,112,100.8,0.11
25,Butler 4,BE,1139,2017,20.76,117.7,97,65.9,0.002,10.81,110.8,100,5.12
12,Butler 5,Horz,1139,2010,22.45,111,88.5,63,0.032,6.85,106.7,99.9,11.11
42,Butler 6,A10,1139,2013,15.41,110.5,95.1,63.6,0.087,7.53,106.8,99.3,4.18
20,Butler 6,BE,1139,2015,20.09,110.2,90.1,63.2,-0.023,9.72,110.6,100.9,0.69
36,Butler 8,Horz,1139,2011,16.46,112.3,95.9,63.5,0.033,6.11,106.4,100.3,6.67
30,Butler 9,BE,1139,2016,17.27,118,100.7,67.9,-0.009,8.1,108.5,100.4,-4.1
49,BYU 10,WCC,1140,2014,13.77,114.5,100.7,70.8,-0.004,6.59,109.6,103,8.43
28,BYU 11,WCC,1140,2015,16.69,119.4,102.7,70.4,-0.055,3.96,107,103,3.78
50,BYU 14,WCC,1140,2012,12.79,106.3,93.5,72.6,0.02,1.31,105.1,103.8,0.38
52,BYU 2,WCC,1140,2016,13.89,113.1,99.2,73.7,-0.05,1.32,106.2,104.9,1.46
12,BYU 3,MWC,1140,2011,23.22,117.5,94.3,70.2,0.055,7.04,106.8,99.8,3.59
57,BYU 3,WCC,1140,2013,13.04,110.2,97.2,69.9,-0.016,3.15,105.9,102.8,0.57
80,BYU 3,WCC,1140,2017,8.66,109.1,100.5,75.6,0.006,0.24,104.2,104,-1.86
73,BYU 6,WCC,1140,2018,10.32,108.3,98,67.9,0.006,0.54,106.4,105.9,-2.08
10,BYU 7,MWC,1140,2010,23.27,117.3,94,71.1,-0.013,3.88,104.9,101,-0.03
243,Cal Poly,BW,1142,2010,-7.76,103.2,111,66.4,0.048,-2.41,102,104.4,-1
167,Cal Poly,BW,1142,2011,-0.13,97.9,98,59.6,-0.001,-2.17,102.8,104.9,0.78
166,Cal Poly,BW,1142,2012,0.49,104.4,103.9,59.1,-0.07,-4.14,101.6,105.7,-2.58
152,Cal Poly,BW,1142,2013,1.16,106.4,105.3,58.3,0.031,-0.38,103.5,103.9,5.9
153,Cal Poly,BW,1142,2015,1.24,102.9,101.7,58.6,-0.056,2.15,105.9,103.7,6.11
203,Cal Poly,BW,1142,2016,-3.65,107.6,111.3,66.2,-0.062,2.41,105.3,102.9,5.29
306,Cal Poly,BW,1142,2017,-12.93,100.1,113,65.3,0.013,-4.19,100.7,104.9,2.74
325,Cal Poly,BW,1142,2018,-14.98,98.2,113.2,66.2,0.051,-1.41,103.8,105.2,0.51
176,Cal Poly 16,BW,1142,2014,-0.82,103.6,104.4,58.8,-0.044,2.38,107.4,105,10.19
285,Cal St. Bakersfield,ind,1167,2010,-12.17,96.1,108.2,67,-0.015,-1.66,102.7,104.3,-1.2
307,Cal St. Bakersfield,ind,1167,2011,-14.32,97.1,111.4,67.3,0.038,-3.82,102.5,106.3,-2.87
244,Cal St. Bakersfield,ind,1167,2012,-6.72,101.9,108.6,65,0.054,-4.92,101.7,106.6,-4.17
237,Cal St. Bakersfield,ind,1167,2013,-6.52,98.3,104.8,64.5,0.006,-1.59,102.2,103.8,-1.59
225,Cal St. Bakersfield,WAC,1167,2014,-5.12,100.8,105.9,63.6,-0.088,-4.84,103.2,108,-3.13
241,Cal St. Bakersfield,WAC,1167,2015,-6.44,99.7,106.2,60.5,-0.124,-6.99,99.9,106.9,-2.96
242,Cal St. Bakersfield,WAC,1167,2018,-6.65,97.3,103.9,65.3,-0.024,0.64,105.5,104.9,4.67
110,Cal St. Bakersfield 15,WAC,1167,2016,6.26,104,97.8,67.6,-0.003,-6.5,100.6,107.1,-2.99
90,Cal St. Bakersfield 8,WAC,1167,2017,7.24,100.9,93.7,67.2,0.014,-0.84,103,103.8,-1.22
210,Cal St. Fullerton,BW,1168,2010,-3.79,102.5,106.2,67.9,0.04,-2.55,101.4,104,0.78
258,Cal St. Fullerton,BW,1168,2011,-8.53,104.8,113.3,67.5,0.018,-3.02,101.3,104.3,-3.29
159,Cal St. Fullerton,BW,1168,2012,0.9,109.1,108.2,68.3,0.006,-6.6,100,106.6,-8.72
201,Cal St. Fullerton,BW,1168,2013,-3.09,107.2,110.3,68.4,-0.097,-2.88,101.8,104.7,-2.24
249,Cal St. Fullerton,BW,1168,2014,-6.64,100.9,107.5,65.5,-0.021,-1.7,104.1,105.8,-1.5
292,Cal St. Fullerton,BW,1168,2015,-10.62,99.1,109.7,65.7,-0.009,-0.35,103.3,103.7,-2.31
264,Cal St. Fullerton,BW,1168,2016,-8.82,101.7,110.5,68.6,0.011,-0.12,103.6,103.8,-2.82
261,Cal St. Fullerton,BW,1168,2017,-8.54,97,105.5,68.8,0.021,-8.88,100,108.9,-8.14
162,Cal St. Fullerton 15,BW,1168,2018,0.62,103.7,103.1,69.6,0.097,-1.2,103.8,105,2.76
223,Cal St. Northridge,BW,1169,2010,-5.57,97.8,103.4,70.7,-0.017,-1.54,102.3,103.8,0.97
223,Cal St. Northridge,BW,1169,2011,-5.08,100.6,105.7,67.7,0.002,-1.57,102.8,104.4,0.95
303,Cal St. Northridge,BW,1169,2012,-13.77,98.2,112,67.9,-0.049,-2.32,102.2,104.5,-0.25
219,Cal St. Northridge,BW,1169,2013,-4.56,104.1,108.6,69.2,-0.017,-2.34,102,104.3,-0.55
223,Cal St. Northridge,BW,1169,2014,-5.1,106.3,111.4,67.5,0.029,-3.53,103.6,107.1,-6.09
269,Cal St. Northridge,BW,1169,2015,-8.44,100.8,109.2,64.8,-0.041,0.92,104.6,103.6,0.57
239,Cal St. Northridge,BW,1169,2016,-6.52,100.9,107.4,70.4,-0.013,0.24,104.1,103.9,-0.31
284,Cal St. Northridge,BW,1169,2017,-10.47,104.1,114.6,72.7,-0.032,-6.13,99.9,106,0.49
330,Cal St. Northridge,BW,1169,2018,-16.46,96.7,113.2,65.8,-0.047,-3.23,102.8,106,-3.5
113,California,P12,1143,2015,5.25,104.2,99,65.3,0.062,5.58,107.8,102.2,-3.07
244,California,P12,1143,2018,-7.27,98.2,105.4,68.7,0.008,5.14,108.9,103.8,-3.08
62,California 1,P12,1143,2017,12.13,104.9,92.7,65.7,-0.012,5.01,107.1,102.1,-2.42
29,California 12,P12,1143,2012,16.37,111.3,94.9,65.7,-0.007,3.61,104.5,100.9,-1.83
56,California 12,P12,1143,2013,13.11,107.3,94.2,64.9,0.041,8.35,106,97.6,2.12
60,California 2,P12,1143,2014,12,111.7,99.7,64.6,0.016,7.57,109,101.5,-0.27
75,California 4,P10,1143,2011,10.02,109.9,99.8,67.5,0.036,8.97,108.5,99.5,6.17
28,California 4,P12,1143,2016,18.32,112.5,94.2,68.1,-0.053,7.65,109.4,101.8,-2.58
14,California 8,P10,1143,2010,22.15,119.6,97.4,67.1,-0.043,9.03,106.5,97.5,8.46
163,Campbell,ASun,1144,2010,0.85,100.5,99.7,64.2,0.002,-5.22,99.9,105.1,-1.95
248,Campbell,ASun,1144,2011,-7.71,97.8,105.5,64,-0.06,-4.72,100.6,105.3,-5.61
233,Campbell,BSth,1144,2012,-6,103.7,109.7,67.1,0.05,-5.07,101.4,106.4,-1.74
300,Campbell,BSth,1144,2013,-13.11,97.8,110.9,64.8,0.014,-7.31,99,106.3,-0.3
327,Campbell,BSth,1144,2014,-17.42,98.5,115.9,61.9,0.059,-7.63,102.6,110.3,-3.55
301,Campbell,BSth,1144,2015,-11.85,97.7,109.5,61.3,-0.089,-4.38,103.8,108.2,-0.29
297,Campbell,BSth,1144,2016,-12.82,100.2,113,68.1,-0.03,-7.62,100.6,108.2,-9.21
278,Campbell,BSth,1144,2017,-10.04,100.4,110.4,65.7,0.029,-7.98,101.3,109.3,-5.63
218,Campbell,BSth,1144,2018,-5.01,105.8,110.8,68,-0.057,-7.3,100.6,107.9,-8.04
201,Canisius,MAAC,1145,2010,-2.93,100.1,103.1,65.6,-0.002,-2.12,100.1,102.2,-3.67
183,Canisius,MAAC,1145,2011,-1.61,103,104.6,64.7,-0.031,-3.72,100.5,104.2,-4.79
326,Canisius,MAAC,1145,2012,-18.63,94.9,113.5,65.3,0.003,-4.34,101.2,105.6,-7.7
116,Canisius,MAAC,1145,2013,5.06,111.2,106.2,65.1,-0.015,-0.12,102.2,102.3,3.47
124,Canisius,MAAC,1145,2014,4.14,112.5,108.3,65.3,0.022,-1.19,104.9,106.1,1.69
149,Canisius,MAAC,1145,2015,1.81,103.6,101.8,63.4,-0.049,-2.64,102,104.7,0.33
237,Canisius,MAAC,1145,2016,-6.29,108.1,114.4,67.5,-0.013,-3.7,102.1,105.8,-1.54
187,Canisius,MAAC,1145,2017,-1.27,108.7,109.9,69.6,0.005,-2.77,103,105.8,-1.07
131,Canisius,MAAC,1145,2018,3.05,107.2,104.1,68.9,-0.034,-4.82,102.4,107.2,-2.89
318,Centenary,Sum,1147,2010,-18.48,95,113.5,69.7,0.009,-4.29,100.8,105.1,1.99
344,Centenary,Sum,1147,2011,-29.25,84,113.2,68.7,-0.021,-1.62,104.9,106.5,-1.33
304,Central Arkansas,Slnd,1146,2010,-14.29,92,106.3,64.1,-0.091,-6.64,99.8,106.4,-5.22
336,Central Arkansas,Slnd,1146,2011,-22.05,90.5,112.6,69.6,-0.071,-5.7,100.6,106.3,-0.79
320,Central Arkansas,Slnd,1146,2012,-17.91,93.1,111,71.7,0.003,-4.36,100.2,104.6,0.77
294,Central Arkansas,Slnd,1146,2013,-12.55,100.4,112.9,71.1,0.046,-7.25,97.6,104.9,-5.32
329,Central Arkansas,Slnd,1146,2014,-17.82,95.3,113.1,70.7,-0.009,-5.95,102.8,108.8,0.51
349,Central Arkansas,Slnd,1146,2015,-27.67,91,118.7,69,0.004,-6.32,101.7,108,-1.45
321,Central Arkansas,Slnd,1146,2016,-15.98,100.9,116.9,71.8,-0.068,-7.46,101,108.5,4.97
308,Central Arkansas,Slnd,1146,2017,-13.47,104,117.5,71.1,-0.014,-3.28,103.1,106.3,6.65
213,Central Arkansas,Slnd,1146,2018,-4.41,105.4,109.8,72.7,0.001,-5.45,100.7,106.1,-2.23
309,Central Connecticut,NEC,1148,2010,-15.5,92.3,107.8,63.4,-0.007,-11.39,95.6,107,-7.87
157,Central Connecticut,NEC,1148,2011,0.75,100.8,100.1,66,-0.01,-6.22,100.1,106.3,-5.48
216,Central Connecticut,NEC,1148,2012,-4.11,99.7,103.8,67,-0.052,-4.8,100.4,105.2,-1.81
257,Central Connecticut,NEC,1148,2013,-8.18,101.8,109.9,68.8,0.056,-4.31,100.7,105,0.28
305,Central Connecticut,NEC,1148,2014,-13.65,97.4,111.1,68.4,0.071,-5.85,101.2,107.1,-2.52
344,Central Connecticut,NEC,1148,2015,-20.7,92.9,113.6,62.8,-0.012,-6.19,100.6,106.8,-3.89
351,Central Connecticut,NEC,1148,2016,-26.79,92.5,119.3,67,-0.005,-10.55,98.2,108.7,-6.75
341,Central Connecticut,NEC,1148,2017,-20.99,93,113.9,64.9,-0.023,-8.26,99.3,107.6,-4.07
310,Central Connecticut,NEC,1148,2018,-12.85,98,110.8,64.5,0.066,-7.33,100.9,108.2,-3.69
196,Central Michigan,MAC,1141,2010,-1.85,101.6,103.4,63.5,-0.016,-2.24,100.4,102.6,-1.74
273,Central Michigan,MAC,1141,2011,-10.04,92,102,63.1,-0.006,-2.66,101.6,104.3,-0.6
253,Central Michigan,MAC,1141,2012,-7.99,98.5,106.5,63.9,-0.005,-0.67,101.5,102.2,1.09
247,Central Michigan,MAC,1141,2013,-7.43,105.1,112.5,64.2,0,-1.06,100.9,102,1.69
286,Central Michigan,MAC,1141,2014,-11.43,106.3,117.7,63.7,0.004,-3.18,102,105.2,-7.84
158,Central Michigan,MAC,1141,2016,0.51,110.5,110,66.7,-0.062,-1.25,104.6,105.8,-2.18
229,Central Michigan,MAC,1141,2017,-6.01,111.6,117.6,75.3,0.053,-2.21,103.2,105.4,-5.47
168,Central Michigan,MAC,1141,2018,0.13,110.1,109.9,67.6,-0.022,-3.15,103.4,106.5,-9.32
80,Central Michigan 6,MAC,1141,2015,8.23,114.9,106.6,64.4,0.015,-1.27,104.4,105.7,-12.27
293,Charleston Southern,BSth,1149,2010,-13.06,94.7,107.8,62.6,0.006,-7.86,98.1,106,7.65
211,Charleston Southern,BSth,1149,2011,-4.37,102.9,107.2,65.9,-0.06,-3.98,100.3,104.3,2.44
172,Charleston Southern,BSth,1149,2012,-0.71,104.5,105.2,69.5,0.008,-5.15,101.6,106.8,4.05
220,Charleston Southern,BSth,1149,2014,-4.88,106.1,111,65.7,-0.182,-5.51,103.3,108.8,6.9
298,Charleston Southern,BSth,1149,2016,-12.94,99.2,112.1,68.2,-0.008,-2.15,103.8,105.9,10.33
309,Charleston Southern,BSth,1149,2017,-13.49,103.2,116.7,68.2,0.007,-5.98,101,107,3.84
246,Charleston Southern,BSth,1149,2018,-7.43,99.4,106.8,66.5,-0.019,-6.06,102.3,108.4,-1.08
179,Charleston Southern 8,BSth,1149,2013,-0.78,102.3,103.1,66.6,-0.059,-6.88,99.4,106.3,2.49
195,Charleston Southern 8,BSth,1149,2015,-2.17,107,109.2,65.2,0.053,-4.72,102.6,107.4,4.65
96,Charlotte,A10,1150,2010,7.91,108.7,100.8,67.1,0.068,3.85,103.7,99.8,-0.61
207,Charlotte,A10,1150,2011,-4.04,101.5,105.5,63.7,-0.009,2.41,103.8,101.4,-0.73
151,Charlotte,A10,1150,2012,1.65,100,98.4,67.6,0.003,4.25,105.8,101.6,-0.15
171,Charlotte,CUSA,1150,2014,-0.54,102.7,103.2,67.5,0.046,-2.15,103.1,105.3,-2.97
146,Charlotte,CUSA,1150,2015,1.92,109.9,108,66.8,-0.105,0.3,103.4,103.1,4.53
193,Charlotte,CUSA,1150,2016,-2.84,105.8,108.7,70.3,-0.04,-2.73,105.2,107.9,0.29
237,Charlotte,CUSA,1150,2017,-6.35,103.1,109.5,72.8,0.033,-2.08,103.3,105.4,1.69
308,Charlotte,CUSA,1150,2018,-12.81,99.3,112.1,71.2,-0.024,0.17,104.6,104.4,-3.21
129,Charlotte 5,A10,1150,2013,3.9,101.4,97.5,66.4,0.133,2.81,105,102.2,-6.57
248,Chattanooga,SC,1151,2010,-8.19,96.9,105.1,68.9,0.033,-3.67,101.7,105.3,-2.66
266,Chattanooga,SC,1151,2011,-9.36,99.1,108.5,68.1,0.135,-2.41,102.8,105.2,1.73
264,Chattanooga,SC,1151,2012,-8.93,97.7,106.7,67.3,-0.115,-5.06,100.9,105.9,0.78
310,Chattanooga,SC,1151,2013,-14.12,97.7,111.8,66.2,0.018,-7.3,99.4,106.7,-2.92
279,Chattanooga,SC,1151,2014,-9.48,100.6,110.1,66.8,0.054,-9.02,101.1,110.2,-3
166,Chattanooga,SC,1151,2015,0.09,105.6,105.5,64.5,0.101,-6.12,102.4,108.5,-0.75
114,Chattanooga,SC,1151,2017,4.32,106.6,102.3,65.5,-0.01,-1.12,105.5,106.6,2.21
304,Chattanooga,SC,1151,2018,-12.53,99.2,111.8,65.5,-0.024,-3.39,103.4,106.8,-2.1
109,Chattanooga 12,SC,1151,2016,6.5,107.5,101,66.3,0.132,-3.18,104.4,107.6,-0.04
342,Chicago St.,GWC,1152,2010,-24.62,85.3,109.9,67.1,0.001,-10.16,97,107.1,-0.1
343,Chicago St.,GWC,1152,2011,-28.6,89.8,118.4,70.1,-0.005,-5.58,100.3,105.8,4.72
334,Chicago St.,GWC,1152,2012,-20.89,88.7,109.6,69.2,-0.048,-3.11,101.7,104.8,3.58
297,Chicago St.,GWC,1152,2013,-12.67,91.1,103.7,65.5,-0.083,-5.17,100.5,105.7,1.39
284,Chicago St.,WAC,1152,2014,-11.26,98.1,109.4,67.8,0.069,-2.57,103.3,105.9,2.79
327,Chicago St.,WAC,1152,2015,-18.17,89.3,107.5,62.6,-0.012,-1.65,103.9,105.5,6.56
347,Chicago St.,WAC,1152,2016,-22.21,91.8,114,69,-0.051,-0.39,103.9,104.3,4.42
335,Chicago St.,WAC,1152,2017,-18.6,92.3,110.9,67.1,-0.009,2.04,104.9,102.9,5.59
346,Chicago St.,WAC,1152,2018,-22.59,96.5,119.1,72.1,-0.063,2.85,106.1,103.3,6.32
40,Cincinnati 10,BE,1153,2013,15.57,105.9,90.4,63,-0.012,7.31,105.6,98.3,-5.68
68,Cincinnati 2,BE,1153,2010,11.92,106.3,94.4,65.3,-0.013,9.77,108.3,98.5,-1.16
4,Cincinnati 2,Amer,1153,2018,26.6,113.4,86.8,64.5,-0.019,3.46,106.9,103.4,-4.21
27,Cincinnati 5,Amer,1153,2014,19.24,109.7,90.4,61.1,0.036,4.72,107.3,102.6,-4.57
21,Cincinnati 6,BE,1153,2011,19.41,111.1,91.7,62.6,0.04,6.23,106.8,100.6,-9.35
31,Cincinnati 6,BE,1153,2012,16.03,109.5,93.5,62.9,0.023,6.9,105.7,98.8,-9.17
23,Cincinnati 6,Amer,1153,2017,22.18,114.9,92.8,63.5,0.026,4.17,107.1,103,-0.47
43,Cincinnati 8,Amer,1153,2015,14.15,108.2,94,59.8,-0.016,3.39,104.9,101.5,1.69
32,Cincinnati 9,Amer,1153,2016,17.06,111.2,94.1,64,-0.067,5.2,107.3,102.1,-1.21
82,Clemson,ACC,1155,2012,8.65,105.5,96.8,63.1,-0.107,1.66,102.8,101.1,-5.99
112,Clemson,ACC,1155,2013,5.33,101.2,95.8,61,-0.111,4.29,105.7,101.4,-7.53
84,Clemson,ACC,1155,2015,7.82,104.5,96.7,61.6,0.009,6.49,108.1,101.6,-3.83
45,Clemson,ACC,1155,2016,14.38,113.3,98.9,63.7,-0.095,6.74,108.7,102,-7.97
25,Clemson 12,ACC,1155,2011,18.16,109.6,91.5,63.9,-0.087,6.99,106.7,99.7,-2.81
45,Clemson 2,ACC,1155,2017,14.46,114.9,100.5,66.4,-0.064,10.32,110.8,100.5,2.12
51,Clemson 3,ACC,1155,2014,13.35,107.1,93.7,58.7,0.008,5.98,108.5,102.6,-6.67
14,Clemson 5,ACC,1155,2018,21.65,114.2,92.6,66.1,-0.009,10.22,110.6,100.4,-1.91
25,Clemson 7,ACC,1155,2010,19.28,110.9,91.6,67.6,-0.041,8.76,106.3,97.6,-2.85
152,Cleveland St.,Horz,1156,2010,2.16,105.9,103.7,64.5,-0.01,2.99,104.7,101.7,7.65
260,Cleveland St.,Horz,1156,2013,-8.42,99.6,108,63.6,0.033,1.71,103.7,102,2.53
85,Cleveland St.,Horz,1156,2014,8.67,110.6,102,62.4,-0.052,0.62,105.4,104.8,1.7
89,Cleveland St.,Horz,1156,2015,7.42,108.3,100.9,61.1,-0.098,0.26,104.4,104.1,1.57
290,Cleveland St.,Horz,1156,2016,-11.89,91.6,103.5,63.8,0.02,0.85,106.2,105.4,3.12
242,Cleveland St.,Horz,1156,2017,-6.65,96.5,103.1,65.4,-0.09,-1.08,104.9,105.9,4.85
300,Cleveland St.,Horz,1156,2018,-12.14,97.9,110,67.1,0.032,-3.64,102.8,106.5,-1.36
68,Cleveland St. 2,Horz,1156,2011,11.06,109.1,98,65,0.032,1.78,104.6,102.8,2.34
80,Cleveland St. 6,Horz,1156,2012,9.22,105.5,96.3,63.8,0.008,1.53,102.9,101.3,4.66
185,Coastal Carolina,BSth,1157,2012,-1.91,102.8,104.7,63.8,-0.006,-4.95,101.7,106.7,-0.77
231,Coastal Carolina,BSth,1157,2013,-5.83,97.8,103.6,63.8,-0.074,-6.18,99.9,106.1,1.87
176,Coastal Carolina,BSth,1157,2016,-1.09,101.7,102.8,66.7,0.016,-4.79,102.2,107,2.69
207,Coastal Carolina,SB,1157,2017,-3.56,101.8,105.4,68.8,0.05,-1.39,103.8,105.2,1.16
209,Coastal Carolina,SB,1157,2018,-4.19,101.8,105.9,67.8,-0.052,-2.25,103.5,105.8,0.76
221,Coastal Carolina 16,BSth,1157,2014,-4.98,98.2,103.2,65.6,0.04,-8.1,102.1,110.2,-4.94
140,Coastal Carolina 16,BSth,1157,2015,2.38,106.7,104.3,64.1,0.006,-6.45,102.2,108.6,-1.05
148,Coastal Carolina 7,BSth,1157,2010,2.51,101.8,99.3,63.1,0.022,-12.29,95.7,108,-8.03
117,Coastal Carolina 8,BSth,1157,2011,4.52,104.9,100.4,65.8,0.101,-6.53,99.6,106.2,-4.21
290,Colgate,Pat,1159,2010,-12.67,97.8,110.5,65.6,-0.031,-8.15,97.8,106,-7.17
314,Colgate,Pat,1159,2011,-15.36,97.2,112.5,66,-0.029,-4.39,101.2,105.6,-4.71
324,Colgate,Pat,1159,2012,-18.21,97.7,115.9,64.8,0.064,-4.45,100.1,104.5,-5.74
269,Colgate,Pat,1159,2013,-9.66,97.6,107.3,65.6,0.002,-1.65,101.7,103.3,-2.14
184,Colgate,Pat,1159,2014,-1.28,108.5,109.7,62.4,-0.149,-4.06,102.3,106.3,-2.64
180,Colgate,Pat,1159,2015,-1.24,108,109.2,60.7,-0.055,-3.48,102.8,106.3,3.71
256,Colgate,Pat,1159,2016,-7.71,104,111.7,64.9,-0.018,-5.57,101.2,106.8,1.23
268,Colgate,Pat,1159,2017,-8.85,98.8,107.6,65.1,-0.013,-2.84,102.6,105.4,-1.04
202,Colgate,Pat,1159,2018,-3.72,105,108.7,66.6,0.03,-6.25,101.7,108,-2.44
151,College of Charleston,SC,1158,2010,2.3,109.4,107.1,68.6,0.1,-1.36,102,103.3,2.6
160,College of Charleston,SC,1158,2012,0.84,102.4,101.6,66.4,0.03,-3.23,101.2,104.5,4.05
153,College of Charleston,SC,1158,2013,1.1,102.7,101.6,62.9,0.091,-6.36,99.7,106,-0.38
200,College of Charleston,CAA,1158,2014,-2.83,98.1,100.9,60.7,-0.067,-2.86,104.1,107,-3.27
279,College of Charleston,CAA,1158,2015,-9.32,96.1,105.5,60.8,-0.075,-1.55,104.8,106.3,1.3
122,College of Charleston,CAA,1158,2016,4.16,98.6,94.4,63.8,-0.058,0.33,106.2,105.9,-2.63
115,College of Charleston 13,CAA,1158,2018,5.16,108.7,103.6,64.9,0.035,-4.06,104.8,108.9,-7.64
89,College of Charleston 5,CAA,1158,2017,7.25,106.2,98.9,64.5,0.054,-0.07,105.8,105.8,-0.04
70,College of Charleston 6,SC,1158,2011,10.99,114.5,103.5,65.9,-0.014,-0.11,103.6,103.7,4.59
92,Colorado,B12,1160,2010,8.63,113.1,104.5,67,-0.036,9.38,107,97.6,-3.9
92,Colorado,P12,1160,2015,7.09,107.5,100.5,65,-0.041,5.63,107.7,102.1,-0.94
114,Colorado,P12,1160,2018,5.27,104.9,99.6,67.8,0.068,6.26,110.1,103.8,-0.09
